Stop_stn,Ride_time,sub
EWR_1,07:21:33,0 days 00:16:13
FKY_1,08:10:30,0 days 00:00:00
EMQ_1,08:14:26,0 days 00:03:56
EWA_1,08:15:49,0 days 00:05:19
EVB_1,08:17:59,0 days 00:07:29
CK_2,08:20:25,0 days 00:09:55
AKO_1,08:22:42,0 days 00:12:12
DTR_1,08:25:40,0 days 00:15:10
PH_1,08:28:48,0 days 00:18:18
RF_1,08:31:07,0 days 00:20:37
AHA_1,08:32:50,0 days 00:22:20
BKE_1,08:35:30,0 days 00:25:00
ECI_1,08:37:59,0 days 00:27:29
ANE_1,08:39:53,0 days 00:29:23
