Stop_stn,Ride_time,sub
ET_2,19:14:15,0 days 00:00:00
EQP_1,19:21:00,0 days 00:06:45
OY_2,19:22:03,0 days 00:07:48
PT_2,19:23:14,0 days 00:08:59
BGG_1,19:25:04,0 days 00:10:49
HM_1,19:26:57,0 days 00:12:42
DTD_1,19:30:40,0 days 00:16:25
H_2,19:32:08,0 days 00:17:53
ES_1,19:34:57,0 days 00:20:42
CFI_1,19:37:35,0 days 00:23:20
DAR_1,19:38:21,0 days 00:24:06
BJJ_1,19:39:42,0 days 00:25:27
ERC_1,19:40:55,0 days 00:26:40
