Stop_stn,Ride_time,sub
COZ_1,19:24:47,0 days 00:00:00
CVB_1,19:32:35,0 days 00:07:48
SE_1,19:32:38,0 days 00:07:51
CRJ_1,19:33:58,0 days 00:09:11
F_2,19:35:55,0 days 00:11:08
OX_1,19:38:31,0 days 00:13:44
BB_1,19:39:45,0 days 00:14:58
CIK_1,19:41:47,0 days 00:17:00
BL_1,19:42:58,0 days 00:18:11
IX_1,19:44:49,0 days 00:20:02
EOA_1,19:46:10,0 days 00:21:23
DU_1,19:48:15,0 days 00:23:28
XF_1,19:49:41,0 days 00:24:54
